Y,Archaea;Aenigmarchaeota,Archaea;Altiarchaeota,Archaea;Asgardarchaeota,Archaea;Crenarchaeota,Archaea;Euryarchaeota,Archaea;Hadarchaeota,Archaea;Halobacterota,Archaea;Micrarchaeota,Archaea;Nanoarchaeota,Archaea;Thermoplasmatota,Bacteria;Abditibacteriota,Bacteria;Acidobacteriota,Bacteria;Actinobacteriota,Bacteria;Armatimonadota,Bacteria;Bacteroidota,Bacteria;Bdellovibrionota,Bacteria;Caldatribacteriota,Bacteria;Calditrichota,Bacteria;Campilobacterota,Bacteria;Chloroflexi,Bacteria;Cloacimonadota,Bacteria;Cyanobacteria,Bacteria;Deferrisomatota,Bacteria;Dependentiae,Bacteria;Desulfobacterota,Bacteria;Elusimicrobiota,Bacteria;Entotheonellaeota,Bacteria;FCPU426,Bacteria;Fibrobacterota,Bacteria;Firestonebacteria,Bacteria;Firmicutes,Bacteria;Fusobacteriota,Bacteria;GAL15,Bacteria;Gemmatimonadota,Bacteria;Hydrogenedentes,Bacteria;LCP-89,Bacteria;Latescibacterota,Bacteria;MBNT15,Bacteria;Margulisbacteria,Bacteria;Marinimicrobia_(SAR406_clade),Bacteria;Methylomirabilota,Bacteria;Myxococcota,Bacteria;NB1-j,Bacteria;Nitrospinota,Bacteria;Nitrospirota,Bacteria;Patescibacteria,Bacteria;Planctomycetota,Bacteria;Proteobacteria,Bacteria;RCP2-54,Bacteria;SAR324_clade(gr_B),Bacteria;Spirochaetota,Bacteria;Sumerlaeota,Bacteria;Sva0485,Bacteria;TA06,Bacteria;Verrucomicrobiota,Bacteria;WOR-1,Bacteria;WPS-2,Bacteria;WS1,Bacteria;WS2,Bacteria;WS4,Bacteria;Zixibacteria,Ascomycota,Basidiomycota,Chytridiomycota,Glomeromycota,Mortierellomycota,Mucoromycota,,X,Latitude,Longitude,pH,VPG,OrM,Water_content,P,K,Ca,Mg,NO3,NH4,N,C,C.N,Water_table,Soil_temperature,MAT,MAP
Pantanal_pasture_2,0.029528978,0.031799452,0.002846302,0.090899832,0.143495587,0.003031094,0.132810481,0.020214031,0.090272198,0.063958669,0.00051959,0.335477044,0.252355245,0.065506175,0.242908891,0.101336794,0.00360775,0.000974087,0.002106542,0.405906297,0.008465007,0.141785683,0.001216715,0.026802628,0.156635444,0.055867832,0,0.034503652,0.058145662,0.008597377,0.237410187,0.012494043,0.002660522,0.095540807,0.026632827,0.011887258,0.063670252,0.01579267,0.012893076,0.002000511,0.067159695,0.246966744,0.004373746,0.000757604,0.022650346,0.070285802,0.216644382,0.419344031,0.025414676,0.035204305,0.119848364,0.028604565,0.06798799,0.019772203,0.222417222,0.009205728,0.042472922,0.011366097,0.008593536,0.017123989,0.04911219,0.359245531,0.175661206,0.086469373,0.035052675,0.073509527,0.015311161,,Pantanal_pasture_2,-16.512,-56.7493,3.926666667,NA,0.033333333,0.9,0.330751877,1.78101297,2.198886085,1.456441952,-1.571325372,1.107023319,-0.69179142,0.31033922,1.002030999,2.33243846,1.383815366,26.5,3.108226656
Pantanal_pasture_3,0.050364237,0.035043571,0.04480185,0.14003481,0.13327994,0.014217576,0.134509509,0.034165111,0.142078667,0.118093001,0.001207339,0.313349057,0.163721127,0.061852195,0.25913565,0.060591733,0.003540421,0.005705573,0.003097392,0.413766213,0.036307577,0.133607689,0.011296047,0.029617586,0.195944592,0.068880867,0,0.041134839,0.054961678,0.009506065,0.157686572,0.01796163,0.000634077,0.114633627,0.029984784,0.022310633,0.085198701,0.041857929,0.016793631,0.004102701,0.071755801,0.247577664,0.001661232,0.008222162,0.084364693,0.128927196,0.228603216,0.334170325,0.041485306,0.03187327,0.165427005,0.029652782,0.128342369,0.042969869,0.276091509,0.037117432,0.036139996,0.009061216,0.022260659,0.015883359,0.055721939,0.302009435,0.117829637,0.060895392,0.024387584,0.077652625,0.069071557,,Pantanal_pasture_3,-16.5398,-56.7234,3.741666667,NA,0.08,0.9,1.514481342,2.399228433,3.121107333,2.619362941,-1.373317532,1.764983921,-0.358195502,0.672097858,1.029754038,2.301029996,1.369525074,26.4,3.113943352
Pantanal_swamp_forest,0.014957654,0.013944466,0.002951951,0.064900343,0.094163526,0.001155652,0.092061189,0.008177652,0.052710702,0.039028554,0.000357406,0.437400766,0.250748846,0.050444301,0.196321265,0.086512091,0.002729424,0,0.000650204,0.364750687,0.005379497,0.097559783,0.00100761,0.035720612,0.164493709,0.064568308,0.009842091,0.039318616,0.039146706,0.005872321,0.150190104,0.019945343,0.005001702,0.087565366,0.012783693,0.003421692,0.047811211,0.021214601,0.006063966,0.000975309,0.069386657,0.229963275,0.009753662,0.000650204,0.026424001,0.058907612,0.227674012,0.44964806,0.070812644,0.021438091,0.093930538,0.021547476,0.066546692,0.012690038,0.297458315,0.008562046,0.050426742,0.003802705,0.004503938,0.010277812,0.021053632,0.652443488,0.346927611,0.026628153,0.087190556,0.007181062,0.04005709,,Pantanal_swamp_forest,-16.4833,-56.7463,3.962513889,7.010989011,0.29440531,0.776941015,1.605305944,2.440848912,3.119607067,2.472262002,0.605237238,1.390498828,-0.066390405,1.241568543,1.277106969,2.275067399,1.308228604,26.5,3.112939976
Quebec_drained_bog,0.006321865,0.000611064,0,0.096425657,0.012785357,0,0.032266502,0.002557011,0.038908884,0.033129815,0.007670274,0.433996183,0.320788457,0.081244861,0.264248866,0.08193976,0.004014779,0.000654276,0.020033459,0.23078127,0.00883434,0.088328782,0,0.047267101,0.131148386,0.056156893,0.012150353,0.029084233,0.031636498,0.001350641,0.111526742,0.010426037,0.007321938,0.171431871,0.01953742,0.002023698,0.073281155,0.03359507,0.00828986,0,0.070466072,0.158917041,0.024409352,0.000571465,0.071115211,0.114225454,0.235963026,0.5354967,0.052056043,0.028397204,0.069953695,0.035589309,0.005637067,0,0.222922702,0.002156641,0.053240387,0.009112872,0.009604239,0.016022003,0.017165203,0.419194958,0.234574124,0.090095316,0.044276536,0.25355303,0.052492325,,Quebec_drained_bog,45.1189,-74.2039,5.01,5,0.614444445,0.576666667,1.755366612,2.172310969,3.960495089,3.358157017,1.164881355,1.500861326,0.186893581,1.532895866,1.346334208,2.177376155,1.337126341,7.6,2.969881644
Romania_bog_1,0,0,0,0.046772429,0.028475871,0,0.006317889,0.006601809,0,0.022612725,0,0.679537434,0.17294848,0.050261237,0.121014477,0.076348493,0.001793385,0,0.013396821,0.020026494,0,0.133364213,0,0.063196596,0.025237493,0.022839267,0.001857046,0.031189837,0.012486939,0,0.044161227,0,0.005014198,0.02140817,0.006003314,0,0.00949966,0,0,0.00262626,0.001793385,0.105893935,0.00262626,0,0.011467387,0.030680663,0.279866502,0.455430026,0.19157167,0,0.007934498,0,0,0,0.282873152,0,0.146560727,0,0,0,0,0.439924414,0.530647229,0.16848962,0,0.163207325,0.093369501,,Romania_bog_1,47.2591,25.3574,2.546666667,1,0.776666667,0.906666667,2.189190762,2.794436923,2.814069934,2.46339025,0.140926842,1.059437188,0.010017121,1.633636754,1.625776946,2.277227081,0.619788758,5.9,2.751279104
Romania_bog_2,0,0,0,0.075880904,0.036863753,0,0.059814022,0.002165767,0.000523411,0.038712785,0.001084876,0.731676883,0.164596417,0.038453387,0.089229854,0.069132505,0.000954245,0,0.0098171,0.060513667,0.000569475,0.082126557,0,0.085204776,0.088763407,0.020789737,0.000438312,0.033810487,0.004616754,0,0.055770703,0,0.001212038,0.011868809,0.00040268,0,0.011970812,0.00040268,0,0,0.000438312,0.081557425,0,0,0.016757377,0.027265544,0.221496014,0.461382117,0.107279012,0.000759179,0.012321472,0.005946195,0.000451686,0,0.239915759,0,0.096450717,0.00059713,0.000452859,0.00455419,0.000438312,0.386986069,0.649191407,0.048272637,0.006217059,0.06136778,0.041359213,,Romania_bog_2,47.2591,25.3574,2.554444445,1,0.841111111,0.787777778,1.800640719,2.275981542,2.683722282,1.884864564,-0.897337658,0.799417138,0.008600172,1.650849868,1.643315608,2.257678575,1.13812719,5.9,2.751279104
Romania_bog_forest_1,0.003105077,0,0,0.062571612,0.034840693,0,0.023966718,0.007390674,0.031249113,0.019188072,0.00406598,0.4972548,0.239043542,0.06137857,0.221087467,0.078283172,0.001552539,0,0.008925734,0.178313371,0,0.063033903,0,0.050224553,0.093086934,0.085182066,0,0.044828521,0.049318663,0.003809434,0.082822302,0,0.010089349,0.053174974,0.005484281,0,0.036685303,0.033898401,0.001552539,0.005332711,0.010243184,0.211552518,0.001029822,0.002195621,0.07729498,0.116149759,0.25661919,0.537974883,0.063461037,0.015280632,0.048428755,0.016788533,0.013728441,0,0.288479518,0.004657616,0.070697446,0.004864636,0.003166351,0.006402153,0,0.383103435,0.412116127,0.100099096,0.025717225,0.129259269,0.055299449,,Romania_bog_forest_1,47.2591,25.3574,3.573333333,3,0.75,0.956666667,2.208889037,2.801106303,3.176747031,2.676458875,0.916980047,1.81349203,0.31666913,1.618082978,1.30669717,2.267171728,0.527200119,5.9,2.751279104
Romania_bog_forest_2,0,0,0,0.084987493,0.016157234,0,0.015313843,0.001743766,0,0.032777326,0.001741527,0.710741794,0.161460308,0.031076351,0.095596049,0.054702993,0,0,0.006185902,0.062726739,0,0.089597608,0,0.0576738,0.079720029,0.03377723,0.001003596,0.036265882,0.010046313,0,0.060656264,0,0.001786079,0.021847265,0.003096949,0,0.011111109,0.007639291,0,0,0.0044647,0.104927216,0,0,0.060057851,0.024791424,0.24107793,0.469024648,0.139759794,0,0.014210399,0.007774982,0.003219899,0,0.253219827,0,0.092714156,0.002377616,0,0.008766882,0.000523379,0.706593073,0.414320537,0.066652419,0.014887283,0.053104518,0.026188182,,Romania_bog_forest_2,47.2591,25.3574,2.887777778,2.666666667,0.716666667,0.773333333,1.813499444,2.457747367,2.467374578,1.993318639,-0.41894839,1.141589116,0.211298567,1.587785354,1.38219914,2.241933676,1.167317335,5.9,2.751279104
Siberia_bog,0,0,0,0.040941837,0.028267761,0,0.049828371,0.002529593,0.001490102,0.0194915,0.003383681,0.621228306,0.150380452,0.070274123,0.133495011,0.09011326,0.000640631,0,0.010848174,0.062817494,0,0.100618241,0,0.07090139,0.066217774,0.019435304,0,0.029669392,0.000672703,0.001369533,0.077224411,0,0,0.00923752,0,0,0.004803968,0.000612967,0,0.011334342,0,0.081679907,0.000452994,0,0.030192858,0.027723169,0.256181237,0.482380968,0.013109725,0.002281469,0.016329673,0.004977402,0.002222541,0,0.364132115,0,0.206976231,0,0,0.007777086,0,0.451137372,0.131144618,0.056779517,0,0.05746752,0.013432103,,Siberia_bog,60.88,68.7,2.723333334,1.666666667,0.768888889,0.872222222,1.900148561,2.95752109,2.764254197,2.384946487,-0.575844608,-0.893544669,-0.192314671,1.629737971,1.827594167,2.284806584,1.287054878,-0.6,2.717670503
Siberia_bog_forest,0,0,0,0.0276677,0.001161028,0,0.002972268,0.001481427,0.001220022,0.008250643,0.005555008,0.441437735,0.253437702,0.094294345,0.237832802,0.116036211,0.000861527,0,0.004698171,0.021266616,0.000352535,0.155355093,0,0.058104768,0.017954537,0.024570905,0,0.041519249,0,0,0.040865312,0,0.000996826,0.018781437,0.001109625,0,0.001357951,0.000719823,0,0.004872826,0.001065989,0.114175829,0.000442924,0.003445392,0.002744525,0.062128889,0.244046172,0.609183321,0.034686296,0.001959846,0.011320382,0,0.002086539,0,0.334266959,0,0.202656371,0,0,0,0.000407275,0.518172893,0.399768646,0.084107412,0,0.294913167,0.028365977,,Siberia_bog_forest,60.88,68.7,2.585,3.25,0.806666667,0.906666667,2.075492215,2.847755119,2.767161434,2.377682574,-0.814363423,-0.373317534,-0.218244625,1.650226551,1.871347901,2.194745534,1.246129126,-0.6,2.717670503
Siberia_fen,0.004330559,0.004869197,0,0.115348567,0.071994302,0,0.053117981,0,0.065853377,0.02081713,0.002008269,0.439490883,0.26194616,0.049745167,0.270204927,0.057101737,0.001644066,0,0.036862132,0.290347174,0.006948261,0.067959457,0.001318234,0.05510462,0.200740044,0.092490094,0,0.020059579,0.030284758,0.002998895,0.128979096,0.011206241,0,0.13140401,0.008826049,0,0.037666835,0.065162367,0.000854611,0.005333666,0.049318951,0.157641758,0.014690771,0,0.130053905,0.140767152,0.182688738,0.480098273,0.062991309,0.010679269,0.068132814,0.020309942,0.053903426,0.002183136,0.273109302,0.003369113,0.060142989,0.010845543,0.00397399,0.006740269,0.003124727,0.482614677,0.455225957,0.065835655,0.063176131,0.106804734,0,,Siberia_fen,60.91,68.75,4.073333334,1,0.348333334,0.935,1.558808535,2.31409204,3.411075094,2.701514738,-0.124167343,1.204721245,0.182319527,1.272035099,1.077418774,2.277227081,1.139354259,-0.6,2.713490543
Taiwan_fen,0.045740969,0.032581096,0.014148642,0.138792014,0.084120934,0.007089961,0.097215442,0.033424891,0.115752942,0.079085882,0.001862303,0.313649997,0.1296124,0.054455059,0.271733065,0.077923905,0.003546626,0.004446997,0.012799383,0.260926736,0.014933879,0.054675522,0.00934033,0.047662166,0.275040385,0.077091417,0.011020398,0.034523462,0.065104619,0.007413013,0.166287963,0.021225157,0.00443463,0.066131044,0.022614989,0.017728786,0.065514479,0.05837862,0.015159457,0.006178847,0.069895455,0.226207552,0.020532525,0.016097508,0.163678583,0.141017499,0.219123144,0.484068229,0.043898555,0.047679479,0.138727857,0.02271508,0.078679308,0.024652994,0.21026768,0.03529279,0.025134427,0.010825745,0.013317343,0.012000427,0.042417571,0.482821687,0.370569808,0.08065243,0.014641038,0.185127842,0.072277823,,Taiwan_fen,22.2011,120.8514,4.003333334,10,0.151666667,1.026027605,1.338489695,2.291442855,2.581418643,2.123432383,0,1.551677658,-0.263603498,0.916102862,1.175879243,2.301029996,1.351538642,23.3,3.361538971
Taiwan_recreation,0.054875495,0.04711451,0.027295223,0.150458516,0.095048038,0.011231702,0.159850527,0.049013555,0.126555486,0.131863911,0.001607451,0.27779979,0.112041577,0.056983698,0.345533942,0.067974119,0.005277359,0.01580794,0.007516939,0.350426581,0.05835547,0.080056239,0.00922447,0.046018479,0.300717558,0.072226204,0.003131669,0.037664545,0.075666757,0.010582302,0.146775563,0.013793184,0.003396674,0.052546034,0.033169233,0.039987048,0.084326801,0.041533678,0.018822348,0.005290383,0.067122013,0.2191807,0.012239376,0.015362248,0.142216335,0.144088797,0.208979063,0.345170685,0.021346053,0.069405641,0.199060431,0.030774122,0.118674887,0.04619724,0.214149945,0.048356603,0.014903919,0.015636627,0.023510842,0.010144144,0.071046919,0.248351672,0.185681727,0.085804825,0.010339585,0.067422594,0.030531109,,Taiwan_recreation,22.2006,120.8509,3.876666667,10,0.155,0.937074632,1.601371813,2.079362164,2.425887294,1.993619903,0,1.84510838,-0.232844134,0.956328539,1.1890099,2.293362555,1.305351369,23.3,3.361538971
Tasmania_blanket_bog,0,0,0,0.013276006,0,0,0.001035093,0.003804368,0.000899395,0.000618593,0.002496739,0.418295213,0.18757276,0.066708825,0.190206115,0.086582477,0,0,0,0.08146799,0,0.135528339,0,0.115749156,0.016213302,0.028104484,0.001030575,0.011194228,0,0,0.055076276,0,0,0.051669023,0.000622381,0,0.005940608,0.001489937,0,0.000615114,0.001281551,0.129379799,0.001210117,0,0.00772749,0.020945896,0.244140373,0.641168844,0.031322355,0.027287537,0.043053785,0,0.00290841,0,0.35081143,0,0.147084563,0,0,0,0.001391686,0.688375601,0.302658401,0.063555138,0.043581207,0.131956873,0.101185774,,Tasmania_blanket_bog,-42.881,146.3799,2.861111111,6.333333333,0.507777778,0.841091822,1.015499467,2.260142969,2.579948648,2.735128514,-1.287724528,0.404681706,0.002885688,1.525951341,1.531180352,NA,1.231016256,10.2,3.177824972
Tasmania_drained_fen_1,0,0,0,0.064007069,0.002029855,0,0.001171938,0.006605206,0.005276515,0.003995749,0.006529803,0.409078034,0.469025716,0.060070559,0.196782674,0.051110713,0.002802266,0,0.007532402,0.17291792,0,0.032514184,0,0.024683189,0.058458325,0.039029695,0.00165737,0.010939777,0.02611461,0,0.263704965,0,0,0.106559613,0.006776469,0,0.018837411,0.022543314,0,0,0.030963057,0.222695267,0.004104578,0.001171938,0.048465895,0.062266689,0.244786962,0.502697758,0.027808766,0.019370321,0.008583158,0.020160196,0.001841747,0,0.228035128,0,0.042084429,0,0.007722935,0.009076607,0,0.493156707,0.185424164,0.24922205,0.044027445,0.286595465,0.058348371,,Tasmania_drained_fen_1,-40.866502,145.0653902,4.166666667,5,0.416666667,0.166666667,1.199846559,2.079410396,3.36995946,2.593839661,1.040338572,0.818005831,0.279514853,1.31868927,1.039174416,2.029383778,1.302475237,13.2,3.005180513
Tasmania_drained_fen_2,0,0,0,0.106502189,0.01159971,0,0,0,0.012338364,0.009574865,0,0.342878037,0.457080413,0.041915681,0.263167277,0.070288735,0,0,0,0.208568178,0.008882138,0.032671302,0,0.034093767,0.09552057,0.017188554,0.029873251,0.003082283,0.013955628,0,0.236538224,0,0,0.107671714,0.00377501,0,0.046833357,0.038361004,0,0,0.094345331,0.213210606,0.038524006,0,0.085349057,0.041990622,0.244685121,0.522738679,0.027750978,0.025298001,0.007550019,0.030077735,0.002179503,0.005799855,0.209645491,0,0.02292474,0,0.009574865,0.008202234,0.002179503,0.470571131,0.194792164,0.054554352,0.012850117,0.276771528,0.042619015,,Tasmania_drained_fen_2,-40.9231,144.8703,5.765,5,0.535,0.22,1.60943432,2.519447327,3.830958976,2.659202877,2.173535895,1.129528774,0.408239965,1.469674773,1.061434807,2.008600172,1.342422681,13.1,2.990338855
Tasmania_fen,0.008575923,0.007035575,0.002744871,0.068416048,0.054859075,0,0.055994537,0.007128814,0.046185924,0.026691592,0,0.266195964,0.202681047,0.050134289,0.318093357,0.075432416,0.001584752,0.004579986,0.067711791,0.27059595,0.011386254,0.134728938,0.002995234,0.043264658,0.269805759,0.046044154,0.004115823,0.029595567,0.042510662,0.004579986,0.150585623,0.01620606,0,0.147505499,0.019652922,0.009707041,0.079072169,0.074329751,0.005740105,0,0.047757609,0.227635842,0.081371697,0.014148479,0.130440425,0.095841775,0.204533242,0.555459601,0.037773273,0.032404533,0.074258259,0.023275449,0.054961899,0.008428761,0.222867075,0.003169504,0.006247833,0.00711072,0.015234287,0.005321263,0.041588923,0.278992951,0.300559222,0.06451536,0.062929164,0.123393146,0.033052924,,Tasmania_fen,-40.9234,144.8726,5.38,5,0.156666667,0.930377467,2.242425468,1.812824261,3.29558689,2.547528576,0.78012521,0.413076132,-0.209949526,0.976655605,1.186605131,2.26245109,1.301029996,13.1,2.990338855
Tasmania_raised_bog,0,0,0,0.059088116,0,0,0.019547298,0.002011742,0.018386836,0.013631498,0.008137591,0.405696014,0.236946478,0.058371185,0.223869406,0.071870962,0.000829511,0,0.005801747,0.144691292,0,0.02998738,0,0.092464722,0.095346788,0.030859241,0.011955442,0.024234019,0.016776144,0,0.058911668,0,0.001488923,0.072729494,0.005765469,0,0.030522237,0.036824629,0,0.000609898,0.059327518,0.179218656,0.036871636,0,0.057701281,0.059718101,0.241199174,0.622018903,0.081527609,0.03675989,0.053993223,0.008498955,0.025188646,0,0.239322188,0,0.07667167,0.001293789,0,0.001050183,0.007099859,0.647928833,0.467227219,0.07630641,0,0.122418406,0.056526624,,Tasmania_raised_bog,-42.175597,146.578327,3.656666667,2,0.708333334,0.875,0.833678229,2.514656202,3.181014685,2.828799484,1.091432457,1.814180981,0.248382014,1.591806357,1.340099351,2.152288344,1.14561071,8.2,3.072065991
Tierra_del_Fuego_bog,0,0,0,0.081898681,0.002974705,0,0.003262461,0.013598682,0.007161039,0.029354696,0.011436491,0.555632697,0.201716342,0.099029301,0.212312977,0.079341703,0.000696398,0,0.010217014,0.069628528,0,0.062487217,0,0.087897507,0.020678396,0.058402408,0.000338822,0.059725299,0.010162143,0,0.058113084,0,0.006444457,0.03033519,0,0,0.011414065,0.001243926,0,0.000532862,0.000983677,0.145747319,0.00072166,0.000282926,0.012862078,0.095465545,0.243785132,0.462928526,0.096153794,0.008103201,0.014392054,0.001879644,0.001223791,0,0.427778964,0,0.115938813,0,0,0.00299762,0,0.396681023,0.323328442,0.089325884,0.002419561,0.078419448,0.034636408,,Tierra_del_Fuego_bog,-54.74044,-67.87811,2.97,1,0.787333333,0.914666667,2.002574956,2.541481059,3.194608683,2.929621209,0.531649195,1.242011073,-0.040958608,1.608361983,1.691747285,2.246498581,0.875832657,5.3,2.615950052
Tierra_del_Fuego_fen,0.003744409,0.017401324,0,0.056967138,0.042175551,0,0.038673937,0.011449855,0.044391761,0.018312494,0.004741084,0.312639341,0.246204331,0.051157316,0.283099607,0.058101823,0.003339367,0,0.002621466,0.301717066,0.002023651,0.028394933,0,0.044990973,0.19661002,0.038367009,0.002260361,0.024418932,0.040149144,0.002002539,0.065448846,0.004006106,0.000476726,0.081036467,0.010210059,0.003344754,0.072673272,0.092620778,0.001135842,0.001727631,0.111371391,0.166007298,0.092755481,0.000856498,0.0724641,0.097573217,0.241135534,0.595404514,0.026711737,0.018463278,0.060971939,0.015908227,0.044829301,0.026342948,0.245808225,0.001949456,0.016491053,0.011831808,0.014395308,0.004768765,0.017708336,0.38806004,0.195495667,0.082212422,0.027053033,0.05608757,0.006824934,,Tierra_del_Fuego_fen,-54.74044,-67.87811,5.250666667,1,0.770666667,0.87,2.020247998,2.440568016,3.624724074,2.7297467,0.33243846,1.183326797,0.473535628,1.643741014,1.171500248,2.27600199,0.88611455,5.3,2.615950052
Uganda_drained_fen_1,0.01676717,0.005961237,0.015666831,0.174369676,0.020216974,0.0193138,0.048975369,0.015703704,0.050503936,0.033550014,0.00126621,0.392994455,0.181511873,0.058368574,0.281479945,0.057470394,0.000689861,0,0.01100776,0.290374308,0.009645773,0.040120799,0.00329599,0.062040468,0.170788822,0.058975079,0.010561202,0.036187742,0.038867222,0.002165171,0.088066886,0.002165171,0.011535568,0.13396542,0.023597937,0.005992055,0.086667575,0.07166354,0.002367305,0.001181528,0.104690483,0.191994764,0.042461822,0,0.162114768,0.084769409,0.25725623,0.489456975,0.06823148,0.06270164,0.111176321,0.026119033,0.139043521,0.006478976,0.233080954,0.010446427,0.033053667,0.007572946,0.018113086,0.009687136,0.044651487,0.387283055,0.379801025,0.082555417,0.042780653,0.389478459,0,,Uganda_drained_fen_1,-1.342,30.0253,5.126666667,4.333333333,0.693333333,0.663333333,1.94751541,2.285309713,3.573428628,3.674148362,2.15909575,0.716559775,0.404833717,1.584243251,1.179409534,2.22184875,1.267953537,18.3,2.948412966
Uganda_drained_fen_2,0.007324209,0.002374122,0.006254987,0.139406033,0.015515574,0.006117575,0.030502584,0.014910776,0.047483244,0.030878293,0,0.406756944,0.202608317,0.056868886,0.268411492,0.064482807,0.001118718,0.00157336,0.015647814,0.259074217,0.00919088,0.037406692,0.000524453,0.052435945,0.152545586,0.060989597,0.011315478,0.033553075,0.037754967,0.000983103,0.120816383,0.004868127,0.010754256,0.140168893,0.014840798,0.001939981,0.072458506,0.065856123,0.001645105,0.000524453,0.071441417,0.196422849,0.037525197,0,0.14298284,0.086429207,0.24912104,0.523767495,0.066857838,0.060588041,0.085650072,0.026798667,0.074135185,0.000983103,0.234996874,0.006207147,0.046808036,0.002757006,0.010402605,0.005877477,0.030889846,0.461652087,0.349915663,0.073833574,0.056744388,0.273269209,0.017705439,,Uganda_drained_fen_2,-1.2308475,29.960741,4.564166667,4.583333334,0.630833334,0.67,1.726394367,2.227196596,3.417204502,3.342296158,1.709602058,1.289161433,0.431095598,1.544956405,1.116658817,2.203214259,1.243864489,17.9,2.980684974
Uganda_fen,0.006540227,0.011755995,0.008989507,0.150941823,0.083187112,0,0.083090526,0.008952221,0.108457911,0.029388691,0,0.356823113,0.166927771,0.044496247,0.373935303,0.041740498,0.002593886,0,0.091871653,0.329064768,0.07270488,0.044543962,0.001462889,0.036307438,0.22336467,0.043935398,0,0.037145933,0.053387096,0.00139547,0.201149802,0.00307059,0,0.092561825,0.020060876,0.006938814,0.036826152,0.034053272,0.00823412,0.010950737,0.024568596,0.146884912,0,0,0.144514634,0.108007448,0.195241888,0.441046256,0.094773052,0.008381446,0.149501752,0.026000491,0.030819406,0.000986746,0.257342905,0.026238344,0.078139444,0.013571706,0.012410683,0.005829626,0.020401011,0.40200141,0.318340608,0.087587133,0.040865617,0.430900534,0,,Uganda_fen,-1.342,30.0253,3.923333334,4.666666667,0.33,0.755,1.71213037,2.188403453,3.11588775,2.632248025,0.751920318,1.436957331,0.151267675,1.270096281,1.117127237,2.237208505,1.233841864,18.3,2.948412966
Uganda_rice_paddy,0.010952961,0.010013958,0.020944303,0.118719945,0.030747821,0.014905485,0.080534863,0.011593785,0.038851364,0.164524448,0.002653091,0.240371776,0.197853063,0.054899933,0.199360342,0.047278838,0,0.012943998,0.007974048,0.392663953,0,0.169897005,0.005405985,0.029787707,0.206833101,0.027211674,0.000783501,0.019457072,0.024712056,0,0.185883783,0.004029445,0.006526005,0.137252314,0.020721658,0.012647674,0.055209556,0.069810801,0,0,0.092650061,0.199782364,0.013335584,0.004928586,0.150697887,0.19279805,0.169582136,0.482889497,0.059078463,0.01754036,0.107629574,0.027026291,0.13553239,0.013081539,0.183323527,0.003096039,0.005152168,0.007057127,0.005829666,0.007817267,0.024170797,0.182186934,0.235637255,0.210009379,0.241685057,0.083209469,0.030205251,,Uganda_rice_paddy,0.933862667,34.028472,4.721666667,10,0.09,0.923333333,2.16327073,2.3525266,3.33415876,2.588499535,-1.112570259,1.726322331,-0.547702329,0.521356048,1.077320318,2.307139328,1.386498966,22.6,3.104487111
Wales_blanket_bog,0.000478552,0,0.004041604,0.157525062,0.01641023,0,0.078028366,0.038531121,0.05220775,0.08747441,0.003380467,0.538355852,0.157111839,0.06900157,0.218668567,0.05408039,0,0,0.005589217,0.140161956,0,0.053000199,0,0.05764602,0.167880087,0.074883922,0,0.059353756,0.037673742,0.009557087,0.03570214,0,0.006052841,0.030025615,0.007754375,0,0.018619731,0.008119966,0,0.001391357,0.022393106,0.171102986,0.00075695,0,0.160918549,0.085782633,0.264209267,0.426625863,0.090433771,0.024592676,0.09060518,0.016303122,0.011260536,0.002066374,0.367860173,0.014501779,0.112116141,0.008406699,0,0.008090061,0,0.409082578,0.311371702,0.085159576,0.075020477,0.204853577,0.030399378,,Wales_blanket_bog,52.9997,-3.8036,2.953333334,1.333333334,0.815,0.928333334,2.142613648,2.544677697,2.752688528,2.712573946,-0.023038984,0.704436519,0.208172527,1.640315771,1.434452574,2.298853076,0.965358514,7.6,3.174350597
Wales_drained_bog,0,0,0,0.105670836,0.014534215,0,0.021501332,0.015693731,0.009859707,0.074349537,0.001699944,0.567771397,0.174959278,0.069250266,0.124458308,0.049778668,0,0,0.000990695,0.04244349,0,0.07426148,0,0.054786168,0.123021422,0.046339481,0,0.053294916,0.010008853,0,0.028462202,0,0.028558793,0.029490077,0.000867432,0,0.007756659,0,0,0,0.000832512,0.152511084,0,0,0.109873424,0.052469769,0.308314849,0.496476639,0.191453924,0.014185642,0.057472377,0.008492666,0.002532455,0,0.339521781,0,0.140440709,0.001177349,0,0.002858268,0,0.69288746,0.372527441,0.038020631,0.01148288,0.084726873,0.027556801,,Wales_drained_bog,52.9692,-3.8167,2.836666667,2.666666667,0.835,0.87,2.273784226,2.624192683,2.583293258,2.713887974,-0.169625217,0.269901923,0.211298567,1.662429889,1.451345925,2.275311355,0.957447649,7.6,3.176380692
