Sample_name,SITE,Archaeal_diversity,Bacterial_diversity,Fungal_diversity,DistEqu,pH,MAT
B1-10,Tasmania_blanket_bog,0,5.01434207,1.519545589,42.881,2.88,102
C_(H)_5_0-10,Morocco_bog_2,2.42050831,6.61000828,1.709131835,35.1866,4.1,151
g_6.10,Kyrgyzstan_drained_fen,3.1585325,6.70468272,1.113921685,41.7612,7.21,-11
f_10.10,Kyrgyzstan_fen_2,3.76712275,6.81538371,0.322032551,41.894,5.77,-21
TW_f9_0-10,Taiwan_fen,4.03165334,7.18118058,1.868807733,22.2011,4.6,233
Vega1C1,Tierra_del_Fuego_fen,2.06425808,6.54313992,1.355428675,54.74044,5.12,53
L_III_3__0-10,Quebec_transitional_bog,2.97449211,5.24288776,1.568480335,45.1273,2.55,76
MMa09,Myanmar_drained_fen_1,3.77166729,7.29442058,1.64310341,20.64,7.32,229
MMa08,Myanmar_drained_fen_1,3.52089427,7.29672673,1.585550214,20.64,7.24,229
K_6-10,Bashkortostan_drained_floodplain_1,2.58020172,6.97290579,1.462437538,55.4491,4.61,43
KL4,Estonia_floodplain,2.74139455,6.65642425,1.765514742,58.4142,5.2,57
TF1-30,Florida_tomato_field,3.47673979,6.60747454,0.936562569,26.3793,5.71,233
P3_0-10,French_Pyrenees_fen,3.82569322,7.19486886,1.961800108,42.8032,3.65,68
R2-3-10,Siberia_bog_forest,0.63651417,5.7845255,1.251011754,60.88,2.5,-6
RL_3.3_0-10,Romania_bog_2,1.16828245,4.58702056,2.229807361,47.2591,2.5,59
BM5-10,Tasmania_raised_bog,0.63651417,5.27477999,1.202521784,42.1744,2.87,84
P3_0-10,French_Pyrenees_fen,3.82569322,7.19486886,1.105780081,42.8032,3.65,68
TK_a_II_-10_cm,Brazil_drained_floodplain,3.6801632,6.93622499,1.043613122,28.5523,5.31,213
K_5-10,Bashkortostan_drained_floodplain_1,2.53218404,6.89960311,1.44278294,55.4491,4.69,43
TW_f1_20-30,Taiwan_fen,4.58463158,6.92694257,0.947684048,22.2011,3.91,233
GBa_6-10,Wales_fen,2.67571708,6.13826209,1.600278515,53.0001,3.86,79
f_8.10,Kyrgyzstan_fen_1,3.61418555,6.79906592,0.796524214,41.9442,4.66,-9
CTp4_0-10,Catalonia_transitional_bog,1.38629436,6.12004878,1.235456623,42.6282,3.18,54
P1-2-10,Siberia_bog_forest,0,5.64083341,1.248601035,60.88,2.64,-6
MMa13,Myanmar_drained_fen_1,3.59429519,7.14331957,1.572764776,20.637195,7.49,229
TW_f4_20-30,Taiwan_fen,4.91947112,7.05479013,1.359752104,22.2011,4.12,233
GBr_2-10,Wales_blanket_bog,2.86185728,5.86117853,1.394296259,52.9997,2.88,76
I4-10,Bashkortostan_fen,3.28742247,6.28158523,0.309802102,55.4804,6.16,41
L2-1-10,Siberia_fen,3.04819677,6.40519192,1.559279476,60.91,4.23,-6
L1_0-10,Iceland_drained_fen_2,0,6.71216862,1.62067495,64.28728,NA,44
MMf01,Myanmar_fen,4.12045329,7.22227324,1.269883843,20.6106,6.56,229
KS_2-10,Uganda_drained_fen_2,2.18920362,6.77621112,1.831438782,1.12,3.97,180
BC_3-10,Florida_swamp_forest_1,3.79462615,7.16597015,1.599746215,26.38,5.36,233
f_7.10,Kyrgyzstan_fen_1,3.46965709,6.87159808,0.875638173,41.9442,5.4,-9
N_2-10,Bashkortostan_drained_floodplain_2,3.1923997,6.3501599,1.087593754,55.4337,4.01,43
L3_0-10,Iceland_drained_fen_2,1.09861229,6.81467977,1.653184683,64.28728,NA,44
H_III_1_0-10,Quebec_drained_bog,3.07688234,6.85998572,1.478710188,45.1189,4.68,76
P1_0-10,French_Pyrenees_fen,3.23597541,6.68379819,1.364820014,42.8032,5.02,68
BRf_21-10,Pantanal_pasture_2,4.10545672,6.94736901,0.836090302,16.512,3.81,265
RB6,Montana_bog_2,2.70368608,6.98103483,1.455108204,45.582581,6.3,68
K_8-10,Bashkortostan_drained_floodplain_1,2.90916795,6.60964518,1.469355625,55.4491,4.23,43
L4_0-10,Iceland_drained_fen_2,1.94591015,6.88517427,1.596634481,64.28728,NA,44
L2_0-10,Iceland_drained_fen_2,1.32966135,6.73349684,1.903740457,64.28728,NA,44
TW_d6_0-10,Taiwan_recreation,4.84665425,7.17158254,0.762116925,22.2006,3.9,233
MX_g_4-5,Mexico_chinampa_2,3.06257175,7.05796311,1.510972174,19.29,7.94,167
TW_f5_20-30,Taiwan_fen,4.21957543,7.1005118,1.481484221,22.2011,3.84,233
f_3.10,Kyrgyzstan_fen_1,3.18392242,6.89983183,1.378618004,41.9442,5.77,-9
GBa_8-10,Wales_fen,2.67901738,4.91607255,1.336154177,53.0001,3.64,79
GBa_5-10,Wales_fen,2.4487859,6.55026491,1.58212502,53.0001,3.68,79
Kopu_1_0-10,New_Zealand_drained_fen_1,1.42706104,6.58927022,1.218330589,37.4333,4.64,152
g_2.10,Kyrgyzstan_drained_fen,2.65258753,7.02155354,1.163599343,41.7612,7.03,-11
P3_0-10,French_Pyrenees_fen,3.82569322,7.19486886,0.679460672,42.8032,3.65,68
MYa_16-10,Borneo_drained_swamp,2.74443836,4.88714727,1.202475169,5.323896,2.04,272
DS2_0-10,Florida_swamp_forest_2,3.68372305,7.10656841,0.860656962,26.38,5.21,233
g_7.10,Kyrgyzstan_drained_fen,2.76162571,7.02132664,1.141160429,41.7612,7.1,-11
g_5.10,Kyrgyzstan_drained_fen,1.66967664,6.44167871,1.01847022,41.7612,7.31,-11
K_2-10,Bashkortostan_drained_floodplain_1,2.48376545,6.58745033,1.075764348,55.4491,4.24,43
GBr_6-10,Wales_blanket_bog,3.40067621,5.89558578,1.506471722,52.9997,3.11,76
Haru2C1,Tierra_del_Fuego_bog,0,5.59030377,1.279359841,54.74044,2.72,53
BRS_6-10,Pantanal_swamp_forest,3.12838828,6.73626079,1.825053225,16.4833,3.9,265
FIN_LD_B2_0-10,Finland_drained_fen,2.30258509,6.63430844,1.653227026,67.99785,3.7,1
K_9-10,Bashkortostan_drained_floodplain_1,2.59290514,6.82222114,1.377034447,55.4491,4.32,43
TW_d1_20-30,Taiwan_recreation,4.86555378,7.15036704,0.460914077,22.2006,3.79,233
BRS_7-10,Pantanal_swamp_forest,3.05763748,6.61247324,1.845668395,16.4833,4.17,265
A2-3-10,Siberia_bog,1.11896887,5.62103275,0.781638916,60.88,2.69,-6
MMa07,Myanmar_drained_fen_1,3.84373878,7.29742128,1.530260047,20.64,7.27,229
GBr_4-10,Wales_blanket_bog,3.27018721,6.10248249,0.794820158,52.9997,3.09,76
BRf_15-10,Pantanal_pasture_1,3.67306322,6.79325092,1.665645242,16.5054,4.3,265
f_2.10,Kyrgyzstan_fen_1,3.50977008,6.9405108,1.192918697,41.9442,6.55,-9
TW_f7_20-30,Taiwan_fen,4.80303894,7.06415959,1.32752697,22.2011,3.94,233
FIN_LN_A2_0-10,Finland_fen,4.26288819,6.53280335,0.961061566,67.997264,3.91,1
LG1,Montana_Bog_1,1.94084303,6.79178909,1.849744216,45.524884,5.07,41
K_4-10,Bashkortostan_drained_floodplain_1,2.77755458,6.5875214,0.956280763,55.4491,4.96,43
KC_3-10,Uganda_drained_fen_1,2.38885207,6.72693284,1.090300353,1.1202,3.9,180
GBa_7-10,Wales_fen,1.84622022,6.693965,1.083657272,53.0001,3.94,79
